GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
Shot Chart Detail,0021400290,292,201935,James Harden,1610612745,Houston Rockets,2,0,10,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,58,1,0
Shot Chart Detail,0021400290,294,201935,James Harden,1610612745,Houston Rockets,2,0,7,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-23,47,1,0
Shot Chart Detail,0021400290,315,201935,James Harden,1610612745,Houston Rockets,3,10,33,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,97,178,1,0
Shot Chart Detail,0021400290,335,201935,James Harden,1610612745,Houston Rockets,3,8,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-103,217,1,0
Shot Chart Detail,0021400290,410,201935,James Harden,1610612745,Houston Rockets,3,3,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,140,217,1,1
Shot Chart Detail,0021400290,423,201935,James Harden,1610612745,Houston Rockets,3,0,55,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-10,53,1,1
Shot Chart Detail,0021400290,432,201935,James Harden,1610612745,Houston Rockets,3,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,144,254,1,0
Shot Chart Detail,0021400290,549,201935,James Harden,1610612745,Houston Rockets,4,4,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,177,175,1,0
Shot Chart Detail,0021400290,558,201935,James Harden,1610612745,Houston Rockets,4,3,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,222,124,1,0
Shot Chart Detail,0021400290,595,201935,James Harden,1610612745,Houston Rockets,4,0,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-82,244,1,0
Shot Chart Detail,0021400324,36,201935,James Harden,1610612745,Houston Rockets,1,8,32,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,67,1,1
Shot Chart Detail,0021400324,46,201935,James Harden,1610612745,Houston Rockets,1,7,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,17,1,1
Shot Chart Detail,0021400324,68,201935,James Harden,1610612745,Houston Rockets,1,4,56,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021400324,73,201935,James Harden,1610612745,Houston Rockets,1,3,44,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-46,26,1,0
Shot Chart Detail,0021400324,81,201935,James Harden,1610612745,Houston Rockets,1,3,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-64,33,1,0
Shot Chart Detail,0021400324,89,201935,James Harden,1610612745,Houston Rockets,1,2,56,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,103,170,1,1
Shot Chart Detail,0021400324,109,201935,James Harden,1610612745,Houston Rockets,1,0,50,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-38,82,1,1
Shot Chart Detail,0021400324,120,201935,James Harden,1610612745,Houston Rockets,1,0,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,0
Shot Chart Detail,0021400324,171,201935,James Harden,1610612745,Houston Rockets,2,7,27,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,7,107,1,0
Shot Chart Detail,0021400324,192,201935,James Harden,1610612745,Houston Rockets,2,5,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,73,159,1,0
Shot Chart Detail,0021400324,210,201935,James Harden,1610612745,Houston Rockets,2,3,38,Made Shot,Pullup Bank shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-103,142,1,1
Shot Chart Detail,0021400324,223,201935,James Harden,1610612745,Houston Rockets,2,2,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,225,1,0
Shot Chart Detail,0021400324,228,201935,James Harden,1610612745,Houston Rockets,2,2,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,20,1,1
Shot Chart Detail,0021400324,230,201935,James Harden,1610612745,Houston Rockets,2,2,4,Made Shot,Pullup Bank shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,231,1,1
Shot Chart Detail,0021400324,285,201935,James Harden,1610612745,Houston Rockets,3,8,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-101,129,1,0
Shot Chart Detail,0021400324,301,201935,James Harden,1610612745,Houston Rockets,3,6,32,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,166,200,1,0
Shot Chart Detail,0021400324,341,201935,James Harden,1610612745,Houston Rockets,3,2,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,173,17,1,0
Shot Chart Detail,0021400324,362,201935,James Harden,1610612745,Houston Rockets,3,1,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,19,1,1
Shot Chart Detail,0021400324,366,201935,James Harden,1610612745,Houston Rockets,3,0,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,22,1,1
Shot Chart Detail,0021400324,368,201935,James Harden,1610612745,Houston Rockets,3,0,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-133,246,1,0
Shot Chart Detail,0021400324,371,201935,James Harden,1610612745,Houston Rockets,3,0,1,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1
Shot Chart Detail,0021400324,418,201935,James Harden,1610612745,Houston Rockets,4,7,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,48,269,1,1
Shot Chart Detail,0021400324,420,201935,James Harden,1610612745,Houston Rockets,4,6,42,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-29,265,1,0
Shot Chart Detail,0021400324,423,201935,James Harden,1610612745,Houston Rockets,4,6,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,17,1,1
Shot Chart Detail,0021400324,434,201935,James Harden,1610612745,Houston Rockets,4,4,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-21,255,1,1
Shot Chart Detail,0021400324,436,201935,James Harden,1610612745,Houston Rockets,4,4,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-123,231,1,0
Shot Chart Detail,0021400324,444,201935,James Harden,1610612745,Houston Rockets,4,3,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,12,1,0
Shot Chart Detail,0021400327,5,201935,James Harden,1610612745,Houston Rockets,1,11,12,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,39,1,0
Shot Chart Detail,0021400327,46,201935,James Harden,1610612745,Houston Rockets,1,7,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-122,225,1,1
Shot Chart Detail,0021400327,68,201935,James Harden,1610612745,Houston Rockets,1,5,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-34,242,1,0
Shot Chart Detail,0021400327,73,201935,James Harden,1610612745,Houston Rockets,1,4,58,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-41,50,1,0
Shot Chart Detail,0021400327,129,201935,James Harden,1610612745,Houston Rockets,2,11,5,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-100,160,1,1
Shot Chart Detail,0021400327,136,201935,James Harden,1610612745,Houston Rockets,2,10,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,203,132,1,0
Shot Chart Detail,0021400327,175,201935,James Harden,1610612745,Houston Rockets,2,6,53,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,9,96,1,1
Shot Chart Detail,0021400327,177,201935,James Harden,1610612745,Houston Rockets,2,6,28,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,11,1,0
Shot Chart Detail,0021400327,182,201935,James Harden,1610612745,Houston Rockets,2,6,18,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,7,1,0
Shot Chart Detail,0021400327,231,201935,James Harden,1610612745,Houston Rockets,2,2,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,165,179,1,0
Shot Chart Detail,0021400327,257,201935,James Harden,1610612745,Houston Rockets,2,0,4,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-161,121,1,1
Shot Chart Detail,0021400327,277,201935,James Harden,1610612745,Houston Rockets,3,10,51,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021400327,307,201935,James Harden,1610612745,Houston Rockets,3,7,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0,255,1,0
Shot Chart Detail,0021400327,344,201935,James Harden,1610612745,Houston Rockets,3,5,1,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,37,1,0
Shot Chart Detail,0021400327,380,201935,James Harden,1610612745,Houston Rockets,3,2,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,24,1,1
Shot Chart Detail,0021400327,400,201935,James Harden,1610612745,Houston Rockets,3,0,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,12,1,1
Shot Chart Detail,0021400327,407,201935,James Harden,1610612745,Houston Rockets,3,0,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,28,1,0
Shot Chart Detail,0021400327,409,201935,James Harden,1610612745,Houston Rockets,3,0,20,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,15,1,0
Shot Chart Detail,0021400327,431,201935,James Harden,1610612745,Houston Rockets,4,10,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,6,1,0
Shot Chart Detail,0021400327,441,201935,James Harden,1610612745,Houston Rockets,4,8,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,11,1,1
Shot Chart Detail,0021400327,454,201935,James Harden,1610612745,Houston Rockets,4,7,56,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,25,1,0
Shot Chart Detail,0021400327,502,201935,James Harden,1610612745,Houston Rockets,4,3,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,4,1,0
Shot Chart Detail,0021400327,516,201935,James Harden,1610612745,Houston Rockets,4,3,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,200,184,1,0
Shot Chart Detail,0021400327,523,201935,James Harden,1610612745,Houston Rockets,4,2,36,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021400327,535,201935,James Harden,1610612745,Houston Rockets,4,0,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,132,224,1,0
Shot Chart Detail,0021400327,545,201935,James Harden,1610612745,Houston Rockets,4,0,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-52,254,1,1
Shot Chart Detail,0021400327,555,201935,James Harden,1610612745,Houston Rockets,4,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-144,137,1,0
Shot Chart Detail,0021400327,562,201935,James Harden,1610612745,Houston Rockets,5,4,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,14,1,1
Shot Chart Detail,0021400327,565,201935,James Harden,1610612745,Houston Rockets,5,4,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,196,157,1,1
Shot Chart Detail,0021400327,568,201935,James Harden,1610612745,Houston Rockets,5,3,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,6,1,1
Shot Chart Detail,0021400327,580,201935,James Harden,1610612745,Houston Rockets,5,2,47,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,141,41,1,0
Shot Chart Detail,0021400327,584,201935,James Harden,1610612745,Houston Rockets,5,2,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,6,1,1
Shot Chart Detail,0021400346,51,201935,James Harden,1610612745,Houston Rockets,1,7,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,9,1,0
Shot Chart Detail,0021400346,66,201935,James Harden,1610612745,Houston Rockets,1,6,47,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-21,41,1,0
Shot Chart Detail,0021400346,82,201935,James Harden,1610612745,Houston Rockets,1,6,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-188,168,1,1
Shot Chart Detail,0021400346,105,201935,James Harden,1610612745,Houston Rockets,1,4,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,20,1,0
Shot Chart Detail,0021400346,124,201935,James Harden,1610612745,Houston Rockets,1,3,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,200,1,0
Shot Chart Detail,0021400346,130,201935,James Harden,1610612745,Houston Rockets,1,2,33,Missed Shot,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-76,12,1,0
Shot Chart Detail,0021400346,135,201935,James Harden,1610612745,Houston Rockets,1,2,22,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-191,89,1,0
Shot Chart Detail,0021400346,147,201935,James Harden,1610612745,Houston Rockets,1,1,3,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-81,178,1,0
Shot Chart Detail,0021400346,309,201935,James Harden,1610612745,Houston Rockets,2,1,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,-8,1,1
Shot Chart Detail,0021400346,316,201935,James Harden,1610612745,Houston Rockets,2,0,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,4,1,1
Shot Chart Detail,0021400346,333,201935,James Harden,1610612745,Houston Rockets,3,11,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,163,187,1,1
Shot Chart Detail,0021400346,415,201935,James Harden,1610612745,Houston Rockets,3,5,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-5,246,1,0
Shot Chart Detail,0021400346,419,201935,James Harden,1610612745,Houston Rockets,3,4,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,20,1,0
Shot Chart Detail,0021400346,443,201935,James Harden,1610612745,Houston Rockets,3,2,14,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-73,0,1,0
Shot Chart Detail,0021400346,467,201935,James Harden,1610612745,Houston Rockets,3,1,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,24,31,1,1
Shot Chart Detail,0021400346,473,201935,James Harden,1610612745,Houston Rockets,3,0,45,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,170,3,1,0
Shot Chart Detail,0021400346,478,201935,James Harden,1610612745,Houston Rockets,3,0,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,14,1,0
Shot Chart Detail,0021400346,489,201935,James Harden,1610612745,Houston Rockets,3,0,7,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021400346,577,201935,James Harden,1610612745,Houston Rockets,4,4,20,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,192,17,1,1
Shot Chart Detail,0021400346,620,201935,James Harden,1610612745,Houston Rockets,4,1,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,209,151,1,0
Shot Chart Detail,0021400378,7,201935,James Harden,1610612745,Houston Rockets,1,10,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,1
Shot Chart Detail,0021400378,18,201935,James Harden,1610612745,Houston Rockets,1,9,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,9,1,1
Shot Chart Detail,0021400378,35,201935,James Harden,1610612745,Houston Rockets,1,7,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,23,1,0
Shot Chart Detail,0021400378,62,201935,James Harden,1610612745,Houston Rockets,1,5,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,125,231,1,0
Shot Chart Detail,0021400378,97,201935,James Harden,1610612745,Houston Rockets,1,3,27,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,95,113,1,1
Shot Chart Detail,0021400378,124,201935,James Harden,1610612745,Houston Rockets,1,1,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,168,176,1,0
Shot Chart Detail,0021400378,221,201935,James Harden,1610612745,Houston Rockets,2,6,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,3,1,1
Shot Chart Detail,0021400378,278,201935,James Harden,1610612745,Houston Rockets,2,1,17,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,6,1,1
Shot Chart Detail,0021400378,322,201935,James Harden,1610612745,Houston Rockets,3,10,47,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,19,1,1
Shot Chart Detail,0021400378,370,201935,James Harden,1610612745,Houston Rockets,3,6,2,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,114,187,1,1
Shot Chart Detail,0021400378,392,201935,James Harden,1610612745,Houston Rockets,3,3,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-35,238,1,0
Shot Chart Detail,0021400378,399,201935,James Harden,1610612745,Houston Rockets,3,3,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,201,1,0
Shot Chart Detail,0021400378,417,201935,James Harden,1610612745,Houston Rockets,3,1,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,0,224,1,1
Shot Chart Detail,0021400378,419,201935,James Harden,1610612745,Houston Rockets,3,0,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-125,216,1,0
Shot Chart Detail,0021400378,425,201935,James Harden,1610612745,Houston Rockets,3,0,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,4,1,0
Shot Chart Detail,0021400378,490,201935,James Harden,1610612745,Houston Rockets,4,7,58,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,119,175,1,0
Shot Chart Detail,0021400378,541,201935,James Harden,1610612745,Houston Rockets,4,3,9,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-34,56,1,0
Shot Chart Detail,0021400378,577,201935,James Harden,1610612745,Houston Rockets,4,1,13,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-215,137,1,0
Shot Chart Detail,0021400378,597,201935,James Harden,1610612745,Houston Rockets,4,0,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-237,99,1,1
Shot Chart Detail,0021400378,637,201935,James Harden,1610612745,Houston Rockets,5,2,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,7,1,1
Shot Chart Detail,0021400378,658,201935,James Harden,1610612745,Houston Rockets,5,1,16,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-152,134,1,1
Shot Chart Detail,0021400380,5,201935,James Harden,1610612745,Houston Rockets,1,10,54,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,118,140,1,0
Shot Chart Detail,0021400380,34,201935,James Harden,1610612745,Houston Rockets,1,7,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-18,254,1,1
Shot Chart Detail,0021400380,45,201935,James Harden,1610612745,Houston Rockets,1,5,39,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-100,138,1,1
Shot Chart Detail,0021400380,60,201935,James Harden,1610612745,Houston Rockets,1,4,32,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,66,1,0
Shot Chart Detail,0021400380,70,201935,James Harden,1610612745,Houston Rockets,1,2,37,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,46,1,0
Shot Chart Detail,0021400380,83,201935,James Harden,1610612745,Houston Rockets,1,2,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,9,1,0
Shot Chart Detail,0021400380,88,201935,James Harden,1610612745,Houston Rockets,1,2,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,166,190,1,1
Shot Chart Detail,0021400380,93,201935,James Harden,1610612745,Houston Rockets,1,1,9,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,0,1,0
Shot Chart Detail,0021400380,198,201935,James Harden,1610612745,Houston Rockets,2,5,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4,41,1,0
Shot Chart Detail,0021400380,218,201935,James Harden,1610612745,Houston Rockets,2,2,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-125,219,1,0
Shot Chart Detail,0021400380,229,201935,James Harden,1610612745,Houston Rockets,2,1,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,1
Shot Chart Detail,0021400380,257,201935,James Harden,1610612745,Houston Rockets,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-179,184,1,0
Shot Chart Detail,0021400380,303,201935,James Harden,1610612745,Houston Rockets,3,8,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,70,252,1,0
Shot Chart Detail,0021400380,324,201935,James Harden,1610612745,Houston Rockets,3,6,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,-13,1,1
Shot Chart Detail,0021400380,333,201935,James Harden,1610612745,Houston Rockets,3,5,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-97,142,1,0
Shot Chart Detail,0021400380,338,201935,James Harden,1610612745,Houston Rockets,3,5,26,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-7,64,1,0
Shot Chart Detail,0021400380,339,201935,James Harden,1610612745,Houston Rockets,3,5,25,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,14,1,0
Shot Chart Detail,0021400380,366,201935,James Harden,1610612745,Houston Rockets,3,4,19,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,81,227,1,0
Shot Chart Detail,0021400380,495,201935,James Harden,1610612745,Houston Rockets,4,5,8,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-46,88,1,0
Shot Chart Detail,0021400380,505,201935,James Harden,1610612745,Houston Rockets,4,4,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,0,1,1
Shot Chart Detail,0021400380,519,201935,James Harden,1610612745,Houston Rockets,4,3,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,7,1,1
Shot Chart Detail,0021400380,521,201935,James Harden,1610612745,Houston Rockets,4,2,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-152,216,1,0
Shot Chart Detail,0021400380,556,201935,James Harden,1610612745,Houston Rockets,4,0,51,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-7,52,1,1
